property_id,city,locality,locality_tier,property_type,bhk,bathrooms,balconies,built_up_area,carpet_area,floor_number,total_floors,floor_category,facing,furnishing_status,property_age,parking_spaces,security_score,gym_available,swimming_pool,power_backup,lift_available,maintenance_fee_monthly,distance_to_city_center_km,distance_to_metro_km,nearby_schools,nearby_hospitals,transaction_type,price_in_lakhs,price_category
PROP-028958,Hyderabad,Jubilee Hills,Premium,Apartment,3,3,1,1195,985,8,15,Mid (5-9),East,Semi-Furnished,1,2,5.0,1,1,1,1,6235,8.5,2.4,4,3,Resale,202.52,High
PROP-041909,Mumbai,Andheri,Standard,Villa,5,5,4,2678,2228,8,11,Mid (5-9),North-West,Semi-Furnished,8,4,7.4,0,1,1,1,4889,15.5,0.1,2,1,New,195.43,High
PROP-017256,Mumbai,Thane,Affordable,Studio,1,2,0,448,392,6,9,Mid (5-9),West,Semi-Furnished,2,0,3.8,0,0,0,1,2659,24.8,2.6,0,3,New,23.59,Low
PROP-037714,Delhi,Noida Sector 62,Standard,Apartment,3,4,1,1324,1156,18,19,High (10-19),North-East,Fully Furnished,13,2,2.9,0,0,0,1,2657,10.8,0.4,4,1,New,116.87,Low
PROP-013442,Bangalore,Whitefield,Standard,Independent House,3,4,2,1766,1438,20,23,Top (20+),North-East,Unfurnished,15,3,6.4,0,0,0,1,2967,15.1,0.8,4,0,Resale,132.95,Low
PROP-047183,Mumbai,Powai,Standard,Studio,1,2,0,482,413,1,5,Low (1-4),West,Unfurnished,2,0,4.7,0,0,0,0,2006,12.2,3.0,5,0,Resale,31.69,Low
PROP-038143,Mumbai,Navi Mumbai,Affordable,Studio,1,1,2,300,244,7,9,Mid (5-9),West,Unfurnished,15,3,7.0,0,0,0,1,2085,18.3,1.2,2,1,New,10.0,Low
PROP-028184,Delhi,South Delhi,Premium,Apartment,3,3,0,1231,1036,16,18,High (10-19),North-East,Unfurnished,2,2,7.1,0,0,1,1,2328,6.3,4.7,8,3,Resale,197.35,High
PROP-035008,Delhi,Noida Extension,Affordable,Row House,3,3,1,1271,1112,8,17,Mid (5-9),East,Unfurnished,14,1,5.2,0,0,0,1,2338,18.2,10.1,0,2,New,51.94,Low
PROP-000430,Hyderabad,Kondapur,Standard,Apartment,2,3,0,755,624,16,18,High (10-19),West,Fully Furnished,2,2,5.5,0,0,1,1,1771,10.1,0.4,2,3,Resale,85.29,Low
PROP-046148,Hyderabad,Jubilee Hills,Premium,Studio,1,1,0,499,422,15,21,High (10-19),East,Semi-Furnished,6,0,4.8,1,1,0,1,4762,7.1,4.6,2,1,New,40.4,Low
PROP-046240,Hyderabad,Gachibowli,Standard,Independent House,5,4,2,2641,2308,4,9,Low (1-4),South-West,Semi-Furnished,1,1,5.8,0,0,1,1,3423,13.1,3.4,4,0,Resale,179.9,Low
PROP-003195,Mumbai,Bandra,Premium,Apartment,3,3,1,1354,1144,12,14,High (10-19),South,Semi-Furnished,8,1,4.6,1,0,1,1,4395,7.9,0.3,3,0,Resale,184.65,Low
PROP-038908,Hyderabad,Jubilee Hills,Premium,Villa,4,4,4,2114,1715,16,25,High (10-19),West,Unfurnished,0,5,7.7,1,1,1,1,7017,4.6,3.2,3,4,New,294.05,High
PROP-024104,Mumbai,Bandra,Premium,Independent House,3,4,3,1587,1342,14,16,High (10-19),East,Fully Furnished,24,5,6.6,1,1,1,1,6854,7.0,7.1,6,2,New,229.42,High
PROP-007263,Bangalore,Whitefield,Standard,Independent House,2,2,0,1260,1020,18,25,High (10-19),West,Semi-Furnished,1,1,4.7,0,0,1,1,3333,11.8,2.3,6,1,Resale,131.56,Low
PROP-038148,Bangalore,Electronic City,Standard,Studio,1,1,2,432,376,9,10,Mid (5-9),South-West,Fully Furnished,7,1,6.1,0,0,0,1,1737,12.3,0.2,2,0,Resale,27.03,Low
PROP-028103,Bangalore,Indiranagar,Premium,Apartment,2,3,4,896,772,17,18,High (10-19),North-East,Semi-Furnished,1,3,7.0,0,0,1,1,2491,5.8,1.2,5,0,Resale,163.55,Low
PROP-037523,Bangalore,Koramangala,Premium,Apartment,3,3,3,1278,1080,1,2,Low (1-4),North-East,Unfurnished,7,0,5.2,0,1,1,0,4571,9.1,2.6,2,3,Resale,132.44,Low
PROP-031342,Bangalore,Indiranagar,Premium,Apartment,3,3,2,1430,1196,12,13,High (10-19),North-West,Fully Furnished,1,1,7.0,0,0,0,1,2980,5.1,3.1,3,3,Resale,181.67,Low
PROP-045805,Mumbai,Powai,Standard,Row House,4,5,3,1831,1547,14,19,High (10-19),North-West,Unfurnished,8,2,4.8,0,0,0,1,3724,11.9,1.0,2,4,New,156.22,Low
PROP-030405,Delhi,Dwarka,Standard,Penthouse,4,3,2,2169,1894,20,23,Top (20+),South-East,Unfurnished,4,3,6.2,1,0,1,1,5257,11.7,5.1,2,1,Resale,187.01,Low
PROP-012585,Bangalore,Whitefield,Standard,Apartment,3,3,0,1377,1103,2,10,Low (1-4),East,Semi-Furnished,2,2,4.3,1,0,0,1,3537,14.6,11.6,1,1,Resale,88.67,Low
PROP-012438,Bangalore,Indiranagar,Premium,Apartment,3,3,1,1424,1215,0,2,Ground,South-East,Semi-Furnished,1,3,4.1,1,1,1,0,5171,5.3,3.2,4,1,New,297.46,High
PROP-045013,Mumbai,Andheri,Standard,Row House,4,4,2,1785,1508,9,13,Mid (5-9),South,Semi-Furnished,0,3,4.0,1,0,1,1,3629,11.1,0.3,2,3,Resale,125.32,Low
PROP-002477,Bangalore,Whitefield,Standard,Apartment,3,4,3,1501,1243,0,10,Ground,East,Semi-Furnished,4,1,6.1,0,0,0,0,2988,14.7,0.6,5,1,Resale,140.3,Low
PROP-019220,Bangalore,Koramangala,Premium,Apartment,2,2,2,629,550,33,34,Top (20+),North,Semi-Furnished,29,0,7.1,0,0,1,1,1714,5.9,0.6,3,2,Resale,86.03,Low
PROP-003502,Bangalore,Whitefield,Standard,Studio,1,1,0,500,433,0,6,Ground,South-East,Semi-Furnished,2,0,6.4,0,0,0,0,2352,13.5,2.3,2,0,New,33.85,Low
PROP-037142,Bangalore,Indiranagar,Premium,Independent House,5,5,1,2671,2254,7,8,Mid (5-9),East,Unfurnished,2,2,4.7,1,0,1,1,5984,9.4,4.9,5,3,New,419.16,High
PROP-032005,Mumbai,Thane,Affordable,Row House,2,2,0,973,849,1,5,Low (1-4),West,Unfurnished,8,0,2.6,0,0,0,0,3229,18.7,2.4,1,1,Resale,37.19,Low
PROP-016648,Bangalore,Koramangala,Premium,Apartment,2,3,1,1031,836,8,13,Mid (5-9),North-West,Unfurnished,18,1,6.9,1,0,1,1,3492,7.9,7.8,2,3,New,150.8,Low
PROP-035915,Bangalore,Koramangala,Premium,Apartment,4,4,3,1673,1381,8,10,Mid (5-9),South-West,Unfurnished,14,3,6.5,1,1,1,1,6410,10.5,1.3,7,2,Resale,209.36,High
PROP-005473,Delhi,Dwarka,Standard,Apartment,2,3,1,805,669,20,21,Top (20+),West,Unfurnished,4,0,4.9,0,0,0,1,2684,11.4,3.2,3,1,Resale,74.55,Low
PROP-017104,Mumbai,Andheri,Standard,Apartment,3,3,1,1294,1084,8,13,Mid (5-9),North,Semi-Furnished,14,0,5.2,1,0,1,1,3643,12.9,2.5,1,0,Resale,101.72,Low
PROP-013149,Bangalore,Indiranagar,Premium,Independent House,3,4,4,1812,1582,31,32,Top (20+),East,Semi-Furnished,9,3,9.0,0,0,1,1,4548,9.9,10.3,0,2,Resale,244.89,High
PROP-007919,Delhi,Gurgaon DLF,Premium,Apartment,2,2,0,1013,878,6,9,Mid (5-9),North-East,Semi-Furnished,4,1,5.8,1,0,1,1,3633,5.1,1.0,3,2,New,149.66,Low
PROP-007620,Bangalore,Indiranagar,Premium,Villa,4,5,3,2304,1970,1,9,Low (1-4),East,Semi-Furnished,10,4,7.5,1,1,1,0,6797,4.5,0.8,4,3,New,318.09,High
PROP-022737,Hyderabad,Gachibowli,Standard,Independent House,5,6,3,2513,2067,18,19,High (10-19),South,Semi-Furnished,18,2,5.9,0,0,0,1,3557,11.1,0.6,3,3,New,177.92,Low
PROP-048372,Hyderabad,Gachibowli,Standard,Apartment,2,2,3,1040,873,5,10,Mid (5-9),North,Unfurnished,14,3,3.6,0,0,1,1,2177,11.2,6.1,3,3,Resale,54.73,Low
PROP-023545,Hyderabad,Jubilee Hills,Premium,Penthouse,4,4,4,2265,1922,0,12,Ground,South-East,Unfurnished,18,2,5.2,1,1,1,0,6654,6.9,0.1,2,2,Resale,254.53,High
PROP-014027,Bangalore,Indiranagar,Premium,Independent House,3,2,1,1693,1487,12,18,High (10-19),North-East,Unfurnished,8,1,6.1,1,0,1,1,5406,4.1,0.7,3,2,New,248.88,High
PROP-016804,Mumbai,Thane,Affordable,Studio,1,2,2,506,411,9,18,Mid (5-9),North,Fully Furnished,6,2,4.5,0,0,0,1,1482,18.8,2.3,2,1,Resale,19.14,Low
PROP-018191,Mumbai,Powai,Standard,Apartment,3,3,4,1275,1064,7,15,Mid (5-9),South-West,Fully Furnished,3,3,1.7,0,0,1,1,2789,15.2,4.4,2,2,Resale,159.81,Low
PROP-049470,Bangalore,Electronic City,Standard,Apartment,3,3,3,1227,1021,19,26,High (10-19),East,Fully Furnished,9,2,6.3,0,0,0,1,2706,12.2,1.7,2,1,Resale,98.88,Low
PROP-049947,Bangalore,Koramangala,Premium,Villa,3,3,0,1803,1560,5,9,Mid (5-9),South-West,Unfurnished,10,4,7.3,1,1,1,1,6605,4.2,0.3,1,2,Resale,157.15,Low
PROP-016256,Bangalore,Electronic City,Standard,Row House,3,3,1,1394,1226,16,17,High (10-19),South-East,Semi-Furnished,1,3,5.0,0,0,0,1,1775,12.4,0.6,4,0,New,160.38,Low
PROP-000818,Delhi,Dwarka,Standard,Apartment,5,6,2,2260,1842,34,39,Top (20+),North,Semi-Furnished,0,1,4.7,1,0,0,1,4519,11.0,0.2,2,1,New,257.92,High
PROP-045515,Delhi,South Delhi,Premium,Apartment,4,3,3,1870,1632,1,10,Low (1-4),South-West,Fully Furnished,4,1,5.7,1,1,1,0,6473,4.9,1.0,4,2,Resale,247.83,High
PROP-027976,Hyderabad,Banjara Hills,Premium,Studio,1,2,2,300,257,4,9,Low (1-4),East,Unfurnished,12,1,4.4,1,0,1,1,4032,5.0,1.2,3,6,Resale,48.02,Low
PROP-022381,Bangalore,Koramangala,Premium,Villa,2,3,0,1265,1021,2,3,Low (1-4),North-East,Semi-Furnished,28,3,6.7,1,1,1,1,5925,4.8,2.0,7,3,Resale,105.4,Low
PROP-035939,Mumbai,Andheri,Standard,Studio,1,1,2,300,251,7,15,Mid (5-9),South-West,Unfurnished,28,1,3.1,0,0,1,1,2248,15.5,2.7,0,3,Resale,17.99,Low
PROP-026057,Bangalore,Indiranagar,Premium,Apartment,4,5,4,1937,1683,0,14,Ground,East,Unfurnished,5,5,7.4,0,0,1,0,3195,7.6,1.0,3,3,Resale,221.09,High
PROP-010287,Delhi,Noida Sector 62,Standard,Villa,4,5,1,2198,1868,10,14,High (10-19),West,Unfurnished,12,2,7.6,1,1,1,1,6398,13.0,0.4,3,1,Resale,160.84,Low
PROP-002317,Bangalore,HSR Layout,Standard,Apartment,2,2,2,938,803,23,32,Top (20+),North,Fully Furnished,5,2,7.6,0,0,0,1,2108,10.8,2.0,0,2,Resale,115.6,Low
PROP-034337,Hyderabad,Banjara Hills,Premium,Apartment,3,3,1,1397,1171,5,14,Mid (5-9),West,Semi-Furnished,3,0,4.4,1,1,1,1,6143,4.1,0.1,2,3,New,140.35,Low
PROP-026598,Delhi,Noida Extension,Affordable,Villa,5,6,4,2673,2141,6,8,Mid (5-9),East,Unfurnished,6,5,7.3,0,0,1,1,3770,20.3,1.7,3,0,New,166.79,Low
PROP-048007,Hyderabad,Kondapur,Standard,Apartment,3,2,4,1571,1262,1,8,Low (1-4),West,Unfurnished,0,0,4.3,0,0,0,0,3730,11.5,3.1,5,1,Resale,101.7,Low
PROP-046839,Mumbai,Bandra,Premium,Apartment,5,6,1,2181,1842,30,31,Top (20+),South-East,Semi-Furnished,3,2,7.6,0,0,1,1,3707,5.8,8.2,7,1,Resale,315.36,High
PROP-003416,Delhi,Noida Sector 62,Standard,Independent House,2,2,0,1544,1246,0,9,Ground,North,Fully Furnished,13,1,4.4,1,0,0,0,4496,14.1,1.9,3,0,New,119.31,Low
PROP-024180,Bangalore,Whitefield,Standard,Villa,5,5,2,2720,2181,2,11,Low (1-4),North-West,Unfurnished,8,3,6.6,0,0,1,1,3761,10.4,0.1,2,1,New,137.88,Low
PROP-020273,Mumbai,Thane,Affordable,Independent House,4,5,0,2242,1891,5,9,Mid (5-9),North-West,Unfurnished,1,3,4.2,0,0,1,1,3709,18.3,0.6,4,0,Resale,149.78,Low
PROP-010205,Bangalore,Koramangala,Premium,Apartment,4,3,2,1629,1315,6,11,Mid (5-9),East,Unfurnished,22,2,6.1,1,1,1,1,7098,4.8,2.2,2,2,Resale,232.82,High
PROP-003797,Hyderabad,Gachibowli,Standard,Villa,3,4,2,1717,1386,9,15,Mid (5-9),South-East,Unfurnished,6,3,6.5,1,0,1,1,3823,10.9,4.8,1,2,New,140.7,Low
PROP-002144,Bangalore,HSR Layout,Standard,Apartment,3,3,1,1317,1093,20,27,Top (20+),North,Unfurnished,1,0,6.1,0,0,0,1,2234,23.9,3.3,4,2,New,132.37,Low
PROP-041777,Bangalore,Whitefield,Standard,Row House,4,4,3,2022,1681,8,13,Mid (5-9),West,Unfurnished,11,1,4.9,1,0,1,1,4066,13.4,0.8,4,3,New,118.28,Low
PROP-031735,Mumbai,Andheri,Standard,Studio,1,1,2,447,386,16,22,High (10-19),North-West,Semi-Furnished,7,1,4.8,0,0,0,1,1231,11.6,1.7,4,2,Resale,45.86,Low
PROP-023651,Delhi,South Delhi,Premium,Penthouse,4,4,2,1969,1701,39,40,Top (20+),South-East,Semi-Furnished,7,2,8.2,1,1,1,1,5827,5.4,13.3,3,4,Resale,276.81,High
PROP-045237,Bangalore,Koramangala,Premium,Apartment,3,3,1,1449,1197,4,13,Low (1-4),South-East,Semi-Furnished,2,3,6.2,1,1,1,1,6191,34.3,0.6,5,1,Resale,210.54,High
PROP-021243,Hyderabad,Banjara Hills,Premium,Apartment,4,5,2,1806,1512,7,16,Mid (5-9),North-East,Semi-Furnished,13,1,4.6,1,0,1,1,4788,7.3,12.4,4,1,New,282.06,High
PROP-032181,Hyderabad,Banjara Hills,Premium,Independent House,3,2,1,1696,1486,7,8,Mid (5-9),East,Unfurnished,11,3,7.3,1,1,1,1,7112,6.4,0.2,3,2,New,288.51,High
PROP-015461,Delhi,South Delhi,Premium,Apartment,2,2,0,874,714,6,10,Mid (5-9),North-West,Fully Furnished,7,3,6.3,1,1,1,1,4546,4.6,5.1,5,2,Resale,133.09,Low
PROP-020490,Delhi,South Delhi,Premium,Apartment,2,1,1,796,683,19,26,High (10-19),East,Unfurnished,2,2,6.7,1,1,1,1,5892,5.1,0.8,3,2,New,141.62,Low
PROP-024968,Mumbai,Andheri,Standard,Apartment,3,4,1,1428,1167,2,8,Low (1-4),South-West,Fully Furnished,1,3,4.6,0,0,0,1,2845,17.0,0.7,0,2,Resale,117.33,Low
PROP-024920,Bangalore,Koramangala,Premium,Villa,4,5,2,2269,1988,11,18,High (10-19),West,Semi-Furnished,12,5,8.5,1,1,1,1,7172,4.3,2.8,3,4,Resale,306.4,High
PROP-020218,Bangalore,HSR Layout,Standard,Villa,4,4,0,2324,1920,13,14,High (10-19),North,Semi-Furnished,7,1,6.0,0,0,0,1,2608,10.4,0.6,1,3,Resale,207.88,High
PROP-034256,Bangalore,Whitefield,Standard,Apartment,3,3,2,1284,1124,1,2,Low (1-4),East,Semi-Furnished,5,1,5.4,0,0,0,0,1738,14.1,5.5,2,3,Resale,80.25,Low
PROP-021831,Mumbai,Andheri,Standard,Apartment,4,5,2,1893,1593,7,16,Mid (5-9),South,Fully Furnished,0,2,6.0,0,0,1,1,2899,11.2,5.2,0,3,Resale,166.45,Low
PROP-034204,Hyderabad,Jubilee Hills,Premium,Apartment,4,4,4,1656,1342,4,5,Low (1-4),North-West,Semi-Furnished,1,2,9.5,1,1,1,1,6152,4.9,0.4,2,4,Resale,262.97,High
PROP-027932,Delhi,Gurgaon DLF,Premium,Apartment,2,3,1,966,825,8,11,Mid (5-9),East,Unfurnished,1,0,6.2,0,1,1,1,3308,4.3,2.9,5,3,New,173.18,Low
PROP-017313,Bangalore,Electronic City,Standard,Studio,1,1,0,459,400,6,12,Mid (5-9),East,Fully Furnished,11,2,3.7,0,0,1,1,713,12.2,0.7,2,1,Resale,44.72,Low
PROP-042670,Mumbai,Thane,Affordable,Independent House,5,5,1,2605,2177,5,6,Mid (5-9),South-East,Semi-Furnished,0,2,3.6,0,0,0,1,3289,22.5,2.6,0,0,New,159.61,Low
PROP-008272,Hyderabad,Gachibowli,Standard,Apartment,3,2,0,1432,1165,1,7,Low (1-4),South-East,Semi-Furnished,4,1,5.5,0,0,0,0,2620,13.6,0.9,8,3,Resale,125.49,Low
PROP-049097,Delhi,Noida Sector 62,Standard,Villa,5,6,2,2533,2208,1,3,Low (1-4),West,Unfurnished,1,3,7.2,1,0,1,0,4524,17.1,7.4,1,2,Resale,262.26,High
PROP-036076,Delhi,South Delhi,Premium,Apartment,5,5,1,2316,1973,1,6,Low (1-4),East,Semi-Furnished,0,4,7.8,0,0,1,0,2639,6.0,5.9,1,3,Resale,313.57,High
PROP-039163,Mumbai,Bandra,Premium,Row House,3,4,2,1267,1015,37,39,Top (20+),North-West,Semi-Furnished,8,3,6.2,1,1,1,1,5497,9.6,0.6,2,0,Resale,274.28,High
PROP-025771,Mumbai,Bandra,Premium,Apartment,2,3,0,854,745,15,18,High (10-19),North,Semi-Furnished,30,4,6.4,1,0,1,1,4583,6.9,0.8,4,2,New,122.24,Low
PROP-029388,Delhi,Gurgaon DLF,Premium,Independent House,4,5,2,2318,1924,8,9,Mid (5-9),South-West,Fully Furnished,6,1,4.7,0,0,1,1,3722,4.7,0.8,3,3,New,287.72,High
PROP-003362,Mumbai,Powai,Standard,Apartment,3,4,1,1377,1149,17,21,High (10-19),North,Semi-Furnished,1,1,4.4,0,0,0,1,2751,10.4,3.3,2,0,Resale,86.81,Low
PROP-042262,Hyderabad,Gachibowli,Standard,Row House,3,3,1,1357,1187,5,7,Mid (5-9),North-East,Unfurnished,1,2,6.5,0,0,1,1,2216,10.6,2.2,4,0,Resale,125.45,Low
PROP-012742,Mumbai,Bandra,Premium,Independent House,3,3,2,1845,1523,18,19,High (10-19),North-West,Semi-Furnished,7,0,9.9,1,0,0,1,4533,5.9,5.0,5,2,Resale,265.2,High
PROP-039408,Delhi,Dwarka,Standard,Apartment,3,4,3,1370,1172,3,4,Low (1-4),South,Semi-Furnished,21,2,3.9,0,0,0,1,3384,10.8,2.3,2,1,Resale,129.59,Low
PROP-028393,Mumbai,Andheri,Standard,Penthouse,4,4,2,2016,1767,5,6,Mid (5-9),East,Semi-Furnished,10,5,5.9,1,1,1,1,5391,11.8,1.5,0,3,New,175.04,Low
PROP-017890,Bangalore,HSR Layout,Standard,Studio,1,1,0,405,330,8,17,Mid (5-9),South-East,Unfurnished,21,2,6.2,0,0,1,1,1815,15.8,1.2,0,2,Resale,10.0,Low
PROP-030012,Mumbai,Powai,Standard,Penthouse,5,5,2,2584,2089,1,7,Low (1-4),South-West,Fully Furnished,6,3,6.1,1,0,1,0,4824,16.8,1.1,2,1,Resale,299.74,High
PROP-045977,Bangalore,Koramangala,Premium,Apartment,3,4,2,1459,1181,8,11,Mid (5-9),South-East,Semi-Furnished,6,5,6.2,1,1,1,1,6095,9.5,0.3,1,6,Resale,235.72,High
PROP-018390,Bangalore,Koramangala,Premium,Independent House,3,2,1,1794,1450,3,4,Low (1-4),West,Semi-Furnished,8,2,7.6,1,1,0,1,6176,4.4,3.7,2,2,Resale,315.86,High
PROP-031312,Mumbai,Powai,Standard,Row House,3,4,4,1462,1281,11,18,High (10-19),South-West,Unfurnished,4,0,6.8,0,0,0,1,3036,17.3,2.7,2,3,Resale,74.88,Low
PROP-015236,Bangalore,Whitefield,Standard,Villa,3,4,2,1598,1381,12,18,High (10-19),East,Unfurnished,2,5,5.1,1,0,1,1,3833,14.3,4.8,6,2,New,106.05,Low
PROP-021242,Hyderabad,Madhapur,Standard,Apartment,3,3,1,1223,1002,3,11,Low (1-4),West,Fully Furnished,3,0,6.1,0,0,1,1,2840,10.7,2.2,3,2,Resale,131.24,Low
PROP-005314,Bangalore,HSR Layout,Standard,Row House,4,4,3,1718,1472,28,31,Top (20+),South-East,Semi-Furnished,0,1,6.9,0,0,0,1,3322,10.2,0.1,1,1,Resale,185.23,Low
PROP-048442,Delhi,Dwarka,Standard,Apartment,3,3,2,1495,1289,1,5,Low (1-4),North,Unfurnished,23,3,4.6,1,0,0,0,4819,18.4,0.9,3,1,Resale,112.64,Low
PROP-016045,Mumbai,Thane,Affordable,Apartment,3,3,3,1174,952,18,19,High (10-19),North-East,Semi-Furnished,15,3,4.8,0,0,0,1,2791,20.3,2.3,1,2,New,36.69,Low
PROP-000057,Hyderabad,Banjara Hills,Premium,Apartment,3,4,1,1107,922,5,9,Mid (5-9),North-East,Semi-Furnished,9,0,7.7,1,0,1,1,3529,6.5,6.1,3,3,New,129.58,Low
PROP-005830,Hyderabad,Kondapur,Standard,Villa,5,6,3,2400,2044,17,18,High (10-19),North-East,Unfurnished,12,5,7.7,0,1,0,1,6218,12.6,1.4,3,0,Resale,238.81,High
PROP-041516,Delhi,Gurgaon DLF,Premium,Independent House,5,6,0,2687,2322,18,26,High (10-19),South-West,Semi-Furnished,3,1,6.4,0,1,0,1,5808,4.9,0.2,2,4,New,423.41,High
PROP-032298,Mumbai,Andheri,Standard,Villa,5,5,4,2695,2284,7,13,Mid (5-9),North,Unfurnished,1,5,6.7,0,0,1,1,3385,10.1,2.7,2,2,Resale,251.76,High
PROP-037744,Mumbai,Powai,Standard,Independent House,3,4,3,1848,1597,5,9,Mid (5-9),South-East,Unfurnished,2,1,5.1,0,0,0,1,2270,11.6,0.1,5,2,New,152.1,Low
PROP-014077,Bangalore,Koramangala,Premium,Independent House,5,5,2,2687,2319,7,15,Mid (5-9),South-East,Unfurnished,3,3,6.2,0,0,0,1,3697,5.2,0.9,5,4,Resale,195.44,High
PROP-035370,Hyderabad,Jubilee Hills,Premium,Penthouse,4,4,1,2116,1857,8,14,Mid (5-9),East,Semi-Furnished,8,3,6.2,1,1,1,1,7145,4.3,6.0,5,4,Resale,243.26,High
PROP-035906,Hyderabad,Gachibowli,Standard,Apartment,3,4,2,1244,1063,0,4,Ground,East,Semi-Furnished,19,2,2.8,0,0,1,0,1446,10.5,2.5,3,0,Resale,73.86,Low
PROP-006851,Bangalore,Electronic City,Standard,Apartment,2,3,4,898,760,6,10,Mid (5-9),North-West,Fully Furnished,1,1,4.3,1,0,1,1,3533,13.4,0.1,1,1,Resale,86.68,Low
PROP-033761,Hyderabad,Jubilee Hills,Premium,Apartment,3,3,0,1310,1118,9,16,Mid (5-9),West,Semi-Furnished,5,1,4.8,0,1,1,1,5609,8.8,0.7,4,3,Resale,166.49,Low
PROP-041811,Mumbai,Bandra,Premium,Studio,1,1,0,696,576,19,26,High (10-19),East,Semi-Furnished,13,0,6.6,1,0,1,1,3574,4.5,0.2,3,1,New,98.13,Low
PROP-035389,Hyderabad,Gachibowli,Standard,Independent House,5,6,4,2472,2022,32,33,Top (20+),West,Semi-Furnished,4,3,4.1,0,0,0,1,3860,11.1,2.1,5,0,Resale,273.15,High
PROP-022454,Hyderabad,Jubilee Hills,Premium,Penthouse,5,5,2,2491,1995,16,24,High (10-19),North,Semi-Furnished,3,3,8.6,0,1,1,1,4128,4.5,1.8,5,3,New,355.94,High
PROP-001037,Mumbai,Bandra,Premium,Apartment,2,2,0,898,726,13,22,High (10-19),West,Unfurnished,0,0,7.3,0,0,1,1,2037,5.1,2.7,5,0,New,136.28,Low
PROP-046108,Bangalore,Koramangala,Premium,Independent House,3,3,2,1694,1373,14,20,High (10-19),East,Semi-Furnished,0,4,6.3,0,1,1,1,4974,4.4,3.3,2,3,Resale,237.55,High
PROP-045037,Bangalore,Koramangala,Premium,Apartment,4,5,1,1930,1697,11,12,High (10-19),South,Unfurnished,0,1,7.3,1,0,1,1,4641,9.8,1.1,6,2,New,206.34,High
PROP-013448,Hyderabad,Jubilee Hills,Premium,Independent House,2,3,0,1262,1060,20,25,Top (20+),West,Fully Furnished,3,1,7.4,0,1,1,1,4107,4.3,0.1,2,3,Resale,258.78,High
PROP-037923,Delhi,Noida Extension,Affordable,Studio,1,2,2,456,390,1,5,Low (1-4),North-West,Semi-Furnished,6,3,6.3,0,0,1,0,2104,22.4,1.8,2,2,Resale,10.0,Low
PROP-031045,Hyderabad,Gachibowli,Standard,Apartment,2,2,2,782,670,5,10,Mid (5-9),East,Semi-Furnished,10,1,5.1,0,0,1,1,2680,10.8,2.8,2,2,Resale,41.27,Low
PROP-047821,Mumbai,Bandra,Premium,Independent House,3,3,2,1645,1316,17,21,High (10-19),South-East,Semi-Furnished,1,2,7.8,1,0,1,1,4378,7.8,0.1,5,5,Resale,219.95,High
PROP-014594,Mumbai,Powai,Standard,Independent House,4,3,4,2253,1828,8,11,Mid (5-9),West,Semi-Furnished,2,2,6.0,0,0,0,1,3096,14.1,0.8,2,1,Resale,228.87,High
PROP-000179,Hyderabad,Jubilee Hills,Premium,Row House,2,2,0,766,642,22,30,Top (20+),South,Fully Furnished,5,3,7.0,1,0,1,1,3823,5.7,0.2,3,2,Resale,111.49,Low
PROP-039732,Mumbai,Bandra,Premium,Penthouse,4,5,2,1908,1624,3,12,Low (1-4),West,Unfurnished,1,3,7.4,1,1,1,1,6737,6.7,5.8,1,0,Resale,253.42,High
PROP-045117,Hyderabad,Banjara Hills,Premium,Independent House,5,5,2,2642,2236,5,13,Mid (5-9),South,Semi-Furnished,3,2,7.7,1,1,1,1,7212,7.2,0.6,4,4,Resale,480.97,High
PROP-016082,Bangalore,Whitefield,Standard,Apartment,3,3,3,1012,831,7,11,Mid (5-9),South-West,Semi-Furnished,19,3,4.0,0,0,1,1,3397,11.8,0.6,2,4,Resale,61.52,Low
PROP-033297,Mumbai,Andheri,Standard,Apartment,2,2,1,995,797,10,13,High (10-19),South-West,Unfurnished,6,0,4.0,0,0,1,1,3121,11.3,5.3,4,3,Resale,55.08,Low
PROP-005355,Mumbai,Thane,Affordable,Villa,5,5,2,2611,2297,7,14,Mid (5-9),West,Unfurnished,8,1,6.5,1,0,1,1,6157,27.1,1.4,3,0,Resale,82.65,Low
PROP-019597,Hyderabad,Kondapur,Standard,Row House,3,4,3,1551,1284,16,17,High (10-19),South-East,Fully Furnished,7,5,4.3,0,0,0,1,3505,11.5,10.7,1,0,Resale,180.29,Low
PROP-044769,Mumbai,Powai,Standard,Apartment,2,2,1,517,420,7,14,Mid (5-9),South,Semi-Furnished,4,1,3.6,1,0,0,1,4074,19.0,0.1,5,1,Resale,35.34,Low
PROP-027127,Hyderabad,Kondapur,Standard,Independent House,5,5,4,2627,2109,5,8,Mid (5-9),South-West,Semi-Furnished,9,1,3.4,0,0,0,1,3624,10.3,3.5,4,4,Resale,289.26,High
PROP-028160,Delhi,Noida Extension,Affordable,Apartment,2,3,1,575,483,22,31,Top (20+),East,Semi-Furnished,0,2,4.8,1,0,1,1,3613,21.6,3.9,1,2,Resale,19.38,Low
PROP-020868,Delhi,Gurgaon DLF,Premium,Penthouse,4,5,2,2124,1816,1,4,Low (1-4),South-East,Unfurnished,6,5,6.9,1,1,1,0,7026,4.6,3.6,3,3,Resale,244.73,High
